time,rank,symbol,name,price,chg,chg_pct,open,prev,volume,amount
11:15,56,4958,臻鼎-KY,32455.0,55.1,59124.45,6.9636,54.8,50,5.0000
11:15,57,2027,大成鋼,31992.0,48.79,65958.23,16.9727,48.43,48,0.6400
11:15,58,2382,廣達,31161.0,19.51,161691.28,15.0985,19.26,19,0.4000
11:15,59,3714,富采,31070.0,21.9,141772.15,5.994,21.9,21,0.3500
11:15,60,1402,遠東新,30068.0,67.9,45665.60,6.5284,65.7,61,6.1000
11:15,61,2891,中信金,29868.0,65.9,49268.60,19.3164,60.5,59,6.2000
11:15,62,3231,緯創,29130.0,8.16,356885.29,18.2101,8.16,8,0.0000
11:15,63,2485,兆赫,29124.0,36.05,81479.83,2.3765,35.7,35,0.6000
11:15,64,2882,國泰金,28431.0,172.0,17027.11,10.1663,166.0,164,8.0000
11:15,65,2610,華航,27829.0,636.0,4477.14,46.6873,608.0,590,46.0000
11:15,66,2884,玉山金,27434.0,14.74,186145.76,167.5224,14.73,14,0.0200
11:15,67,2890,永豐金,27267.0,38.3,73395.96,4.0161,37.1,37,1.2500
11:15,68,2441,超豐,26896.0,31.45,85967.20,10.0881,31.25,30,0.6000
11:15,69,1717,長興,25990.0,19.6,139631.18,8.088,18.6,18,1.3500
11:15,70,3037,欣興,25702.0,44.35,57852.65,4.8758,44.35,40,3.9000
11:15,71,2377,微星,24793.0,87.4,28267.28,10.6165,87.4,85,2.2000
11:15,72,1101,台泥,24638.0,539.0,4575.14,21.4667,527.0,516,23.0000
11:15,73,2402,毅嘉,24318.0,44.75,58146.71,128.5626,41.75,41,3.2500
11:15,74,2892,第一金,24107.0,168.0,14510.30,10.2491,165.0,158,10.0000
11:20,1,3481,群創,45.65,6.95,0.88,52.2,45.25,1137000,549.1433
11:20,2,2409,友達,22.0,3.8,0.00,25.8,22.0,745719,171.9179
11:20,3,6116,彩晶,10.61,0.28,1.24,10.76,10.48,448975,47.5946
11:20,4,2344,華邦電,13.65,0.85,1.49,14.3,13.45,395770,55.7894
11:20,5,6770,力積電,141.0,8.0,6.02,141.0,133.0,290900,404.1755
11:20,6,1802,台玻,71.3,5.6,4.85,73.6,68.0,282046,200.4962
